AccountID,CompanyName,Company Revenue in millions,EmployeeHeadCount,CompanyIndustry,CompanySpecialties,CompanyType,Country,City,Timezone
3750,Crown Lift Trucks,2300,1500.0,Truck Transportation,"Forklifts, Lift Trucks, Material Handling, Supply Chain, Manufacturing, Warehouse Products, Fleet Management, Racking & Shelving",Privately Held,United States,New Bremen,EST
3760,Crown Roofing & Waterproofing,100,300.0,Construction,"Roof Maintenance and Service, Concrete and Clay tile, new construction and Reroof, Low slope roofing system service and replacement, Quality and Pride in Every Owner supervised project.",Privately Held,United States,Sarasota,EST
3770,CyberArk,430,2000.0,Computer Software,"Privileged Account Security, Advanced Threat Protection, Insider Threat Protection, Privileged Identity Management, Privileged Session Management, SSH Key Management, Highly Sensitive Information Management, Information Security Software, DevOps Security, DevSecOps, Cloud Security, Identity Security, Privileged Access Management",Public Company,United States,Newton,EST
3780,Cycle Gear Inc.,200,500.0,Retail,"Retail, Specialty Retail, Motorcycles",Privately Held,United States,Benicia,EST
3790,"Cynosure, LLC.",150,500.0,Medical Equipment Manufacturing,,Privately Held,United States,Westford,EST
3800,Cypress Bay High School,-,200.0,Education Administration Programs,,,United States,Weston,EST
3810,Cypress Semiconductor Corporation,2400,5400.0,Semiconductor Manufacturing,,Public Company,United States,San Jose,EST
3820,Cytel,200,1400.0,Pharmaceutical Manufacturing,"Adaptive Clinical Trials, Clinical Research Services, Trial Design and Analysis Software, Statistical Programming, Strategic Consulting, DMC Support, Program and Portfolio Optimization, Clinical Data Management, CV Outcomes Studies, Regulatory Submissions, Real World Analytics, HEOR, Bayesian Clinical Trials, FSP, Project Based Services, Advanced Analytics ",Privately Held,United States,Waltham,EST
3830,"DH Pace Company, Inc.",1200,2900.0,Building Materials,"Industrial, High Speed, & Specialty Doors, Loading Dock Equipment, Entry Doors & Automatic Doors, Electronic Security & Gate Systems, Residential Garage Doors & Operators, Preventive Maintenance Programs, Inspection & Testing Services, Doors, Docks, Commercial Sectional, Coiling and Sliding Doors",Privately Held,United States,Olathe,EST
3840,DMG MORI USA,1500,4000.0,Machinery Manufacturing,"Machine tools, CNC machines, machining, metalworking",Public Company,United States,Hoffman Estates,EST
3850,DRS SSI,200,500.0,Defense and Space Manufacturing,,Public Company,United States,St.Louis,CST
3860,DRS Tactical Systems,200,500.0,Defense and Space Manufacturing,,Public Company,United States,Melbourne,EST
3870,DRiV Incorporated,6000,31000.0,Automotive,"Replacement parts, Aftermarket",Public Company,United States,Northville,EST
3880,DTE Energy,10100,12000.0,Utilities,"Gas Distribution and Storage, Continuous Improvement, Unconventional Gas, Nuclear Generation, Merchant Operations, Biomass Generation, Six Sigma Blackbelt, Fossil or Coal Generation, Power Generation, Energy Trading, Mid-Stream Gas, Electric Utilities, Gas Utilities",Public Company,United States,Detroit,EST
3890,"Daiichi Sankyo, Inc.",8000,15000.0,Pharmaceuticals,"Daiichi Sankyo, Inc. is a member of the Daiichi Sankyo group of companies and is focused on the development of oncology therapies and specialty medicines., Oncology, Specialty Medicine",Public Company,United States,Basking Ridge,EST
3900,Daikin Middle East and Africa,2000,6000.0,Mechanical Or Industrial Engineering,"Air Conditioning, Energy Efficiency, HVAC, Room Air Conditioners, Commercial Air Conditioning, Industrial Air Conditioning, Service, Chillers, vrv, variable refrigerant Volumes (VRF systems), Air Side Systems (AHU + FCU), Modular chiller plants, refrirgeration, controls, heating, retrofit, energy solutions",Privately Held,United Arab Emirates,Dubai,GST
3910,Daktronics,500,2300.0,Manufacturing,"Large Screen LED Video Systems, LED Message Displays, LED Digital Billboards, Scoreboards & Timing Systems, Out of Home Advertising, Digital Signage, Dynamic Message Signs, Architectural Lighting, Intelligent Transporation Systems, Mobile and Modular LED Systems",Public Company,United States,Brookings,EST
3920,Dar Al Shifa Hospital,400,2100.0,Hospital & Health Care,"Healthcare -, Anesthesia & Intensive care, Cardiology, Dermatology & Cosmetics, Ear, Nose & Throat (ENT), Obstetrics & Gynecology, Reproductive Medicine, Pediatrics, Plastic surgery, Urology & Male Reproduction, Ophthalmology, Pain Management",Privately Held,Kuwait,"Hawalli,",AST
3930,Data Analysis Incorporated,75,200.0,Financial Services,"professional services, international business, printing, equity research, software solutions, data analytics, consulting, healthcare solutions, financial services, global equity market research, broker/dealer, trading stocks, omnichannel communications, data-driven composition, printing and mailing services, healthcare member communications, AI, machine learning, digital investment business news, IT applications, IT research & development",Privately Held,United States,Los Angeles,PST
3940,Datalink,150,300.0,IT Services and IT Consulting,"Cloud and Data Center Transformation, Data Center Migration, Data Center Consolidation, IT Architecture, Workload and Platform Alignment, Assessments, Consulting Services, Managed Services, Support Services, Professional Services",Public Company,United States,Eden Prairie,EST
3950,Dawlance,700,2200.0,Manufacturing,,Privately Held,Pakistan,Karachi,PKT
3960,Dawn Foods Global,1300,3500.0,Food Production,"Bakery Ingredients/ Products/ Service, Bakery Product Distribution, Bakery Product Manufacturing, Supermarket / In-store Bakeries, Artisanal Bakeries, Foodservice, Bakery Manufacturers",Privately Held,United States,Jackson,EST
3970,Day & Zimmermann,2800,23000.0,Construction,"Construction, Engineering, Staffing, Security, Defense, Operations & Maintenance",Privately Held,United States,Philadelphia,EST
3980,Dealer,100,300.0,Software Development,"Automotive Digital Marketing, Inventory Solutions, Websites, CRM, Digital Advertising, Social Media, Account Management, Managed Services, Digital Retailing, SEO, SEM, Retargeting, Paid Search, Display Advertising, Managed Services, Digital Retailing, Review Generation, Reputation Management, Website Management, Digital Marketing",Privately Held,United States,Burlington,EST
3990,Dealertrack,1200,5000.0,Software Development,"Automotive, Technology, Lender Solutions, Dealer Solutions, F&I, Registration and Title, Titling, eContracting, Digital Contracting, Compliance, Remote Signing",Privately Held,United States,North Hills,EST
4000,Degreed,104.4,587.0,Computer Software,"Education, Credentials, Social Recruiting, EdTech, Education Technology",Privately Held,United States,Pleasanton,EST
4010,"Delek US Holdings, Inc.",9000,1300.0,Oil and Gas,"Petroleum Refining, Wholesale Gas Marketing & Supply, Pipeline, energy, retail, oil & gas, downstream energy, logistics, asphalt, midstream energy, crude oil, refining, petroleum, renewable fuels, convenience stores",Public Company,United States,Brentwood,EST
4020,Delicato Family Wines,1000,2000.0,Beverage Manufacturing,"Wine, Culture",Privately Held,United States,Manteca,PST
4030,Democrat and Chronicle,100,500.0,Advertising Services,"Digital Marketing Solutions, Integrated Marketing Solutions, Native Content Marketing, News & information delivery, Search Engine Optimization (SEO), Pay Per Click (PPC) Advertising, Live Chat, Video Creating/Marketing, Email Marketing, Consumer Analytics, Advertising, Branded Content, Social Media Marketing, Display Advertising, Digital Marketing",Public Company,United States,Rochester,EST
4040,Denbury Inc.,1000,2000.0,Oil and Gas,Carbon Dioxide Enhanced Oil Recovery,Public Company,United States,Plano,EST
4050,Denodo,170.9,824.0,Computer Software,"enterprise data services, enterprise data integration, data virtualization, web integration, web automation, unstructured data, virtual database, real-time data, cloud integration, big data integration, Data Warehouse, Agile BI, Logical Data Warehouse, data governance, self-service BI, data analytics, machine learning, artificial intelligence, Data Integration, Data Fabric, Data Governance, data mesh, data management",Privately Held,United States,Palo Alto,EST
4060,Dentons US LLP,1400,2200.0,,,Privately Held,United States,Washington D.C,EST
4070,Dentsply Sirona,3900,15000.0,Medical Equipment Manufacturing,"Preventive, Restorative, Orthodontics, Prosthetics, Endodontics, Implants, Healthcare, Imaging, Instruments, CAD/CAM",Public Company,United States,Charlotte,EST
4080,Devon Energy,5700,1400.0,Oil and Gas,"Oil, Natural Gas, Natural Gas Liquids, Energy, Exploration, Production, Data Science, Technology, Health & Safety, Geology, Geophysics, Engineering, Petroleum Engineering, Accounting, Finance, Geoscience, IT, Project Management, Reservoir Engineering, Analytics, Accounting, Intelligent Automation, Artificial Intelligence, Robotic Process Automation",Public Company,United States,Oklahoma City,EST
4090,Diriyah Gate Development Authority,500,800.0,Government Administration,"Heritage, History, Tourism, Education, Art, Development, Culture, Entertainment & Leisure, Retail, Hospitality",Government Agency,Saudi Arabia,Riyadh,AST
4100,Discount Tire,5200,26620.0,Automotive,"Automotive Tires, Automotive Wheels",Privately Held,United States,Scottsdale,EST
4110,Ditch Witch,900,1500.0,Machinery,"Directional Drills, Trenchers, Vacuum Excavation, HDD Tooling, Mini Skid Steers",Public Company,United States,Perry,EST
4120,Dolby Laboratories,1200,2000.0,Computers and Electronics Manufacturing,"Audio, Video, Entertainment, Internet, Broadcast, Cinema, PC, Software, Hardware, Mobile, Voice, 3D, Film",Public Company,United States,San Francisco,EST
4130,Dolphin Energy,1900,1000.0,Oil & Energy,,Privately Held,United Arab Emirates,Abu Dhabi,GST
4140,Donnelley Financial Solutions (DFIN),1000,2400.0,Financial Services,"SEC Regulation, Government Reporting, Risk & Compliance, Digital Software, SaaS, Cybersecurity, Technology, Fintech, Financial Solutions, IPO, M&A, Proxy, Global Filings, GDPR, ESG, Capital Markets, Investment Markets, E-Delivery, Blockchain, Data Management",Public Company,United States,Chicago,EST
4150,Dorman Products,1500,3100.0,Motor Vehicle Manufacturing,"Direct-replacement automotive and heavy duty parts, Re-engineered parts designed to eliminate original failure modes, Supply Chain, Distribution, Manufacturing",Public Company,United States,Colmar,EST
4160,Dover Corporation,6900,24000.0,Machinery Manufacturing,"Fluids, Engineered Systems, Refrigeration & Food Equipment",Public Company,United States,Downers Grove,EST
4170,Dr. Bach Hospital,200,800.0,Hospitals and Health Care,"Internal Medicine Dept. قسم الباطني, Gastroenterology & Tropical Medicine Dept. قسم أمراض الجهاز الهضمي والمناظير,  Cardiovascular Dept.    قسم أمراض القلب والقسطرة  , قسم علاج طبيعي و عظام و أمراض الروماتزم Rheumatology , Rehabilitation & Physiotherapy Dept., قسم الأسنان Dental Dept., قسم طب الأطفال Pediatric Dept., قسم السكري والغدد الصماء Internal Medicine/ Endocrinology Dept., قسم الصدرية والحساسية الصدرية والمناظير الصدرية  Pulmonology & Respiratory Unit , قسم أمراض الدم Hematology & Oncology Dept., قسم أمراض الحساسية والمناعة Allergy & Immunology Dept.,  قسم أنف و أذن و حنجرة Otolaryngology & Head and Neck Surgery  Dept.,    قسم طب العيون Ophthalmology  Dept., جراحة العظام و الإصابات Orthopedics Surgeon Dept., قسم  طب قلب أطفال Paediatrics Cardiology Dept., قسم  أمراض النساء والتوليد Obstetrics and Gynaecology Dept., قسم  جراحة المخ و الأعصاب والعمود الفقري  Neurosurgery Dept., قسم    طب الأمراض الجلدية Dermatology , Venereology's & Andrology Dept., قسم   طب وجراحة المسالك البولية Urology Dept., قسم  جراحة الأوعية الدموية و الشرايين Vascular Surgeon Dept., قسم الأورام Oncology Dept., قسم  جراحة الأطفال وجراحة المناظير والسمنة Paediatrics & Laparoscopic Surgery Dept., قسم الجراحة عامة General Surgery Dept., قسم  التغذية وجراحات السمنة وجراحة المناظير Department of Nutrition, Bariatric and Laparoscopic Surgery",Sole Proprietorship,Saudi Arabia,Jeddah,AST
4180,Dragon Oil,1200,1800.0,Oil and Gas,"oil and gas exploration, development and production, Energy, Petroleum, People, HSE, sustanability",Public Company,United Arab Emirates,Dubai,GST
4190,Drake University,400,1200.0,Higher Education,Higher education,Educational Institution,United States,Des Moines,EST
4200,Drive DeVilbiss Healthcare,500,1500.0,Medical Equipment Manufacturing,"Manufacturing and distribution of durable medical equipment., durable medical equpment, healthcare, medical equipment",Privately Held,United States,Port Washington,EST
4210,Drury Hotels,1200,1500.0,Hospitality,"Careers, Meetings, Events, Groups, Tours, Business Travel, Legacy, Hospitality, Customer Service, Family Owned, Hotel, Quality, Service, Profitability, Teamwork, Culture, Travel, Awards, Rewards, Loyalty, resort",Privately Held,United States,St Louis,EST
4220,Dubai Polo and Equestrian Club,50,100.0,Spectator Sports,,Public Company,United Arab Emirates,Wadi Al Safa 6,GST
4230,"Dunn Solutions, a KaarTech Company",100,400.0,IT Services and IT Consulting,"Business Analytics, Custom Application Development, Mobile Applications, Data Warehousing, Portals, E-Commerce",Privately Held,United States,Chicago,EST
4240,Duquesne Light Company,900,1400.0,Utilities,"Providing a safe, reliable and affordable supply of energy and tools to homes, businesses and communities. Duquesne Light puts more information in the hands of our customers, allowing them to make more informed decisions about their energy consumption.",Privately Held,United States,Pittsburgh,EST
4250,Dusit Thani Guam Resort,50,400.0,Hospitality,,Privately Held,United States,Tumon,EST
4260,Dynatrace,800,2800.0,Software Development,"APM, DevOps, Full Stack, SaaS, Artificial Intelligence, Enterprise Cloud, Observability",Public Company,United States,Waltham,EST
4270,E. & J. Gallo Winery,5000,6400.0,Wine & Spirits,,Privately Held,United States,Modesto,EST
4290,"EBSCO Industries, Inc.",500,2000.0,Information Services,"Publishing, Manufacturing, Real Estate, Media, Research",Privately Held,United States,Birmingham,EST
4300,EIS,700,1400.0,Wholesale,,Public Company,United States,Atlanta,EST
4310,EMC,29000,40000.0,IT Services and IT Consulting,,,United States,Hopkinton,EST
4320,EMD Electronics,2300,1200.0,Chemical Manufacturing,"Electronics, Technology & Science, Chemicals, Semiconductors, Liquid Crystals, OLEDs, Cosmetics, Pigments & Coatings, Specialty Gases, Material Handling, Safety, Metal Film Precursors, Ultra-Thin Dielectric Precursors, Formulated Cleans, Etching Products, Doping, Chemical Mechanical Planarization (CMP), Deposition, Planarization, R&D, Conductive Pastes , Semiconductor Packaging, Displays",Public Company,United States,Tempe,EST
4330,"EMD Serono, Inc.",1500,1600.0,Biotechnology,metabolic endocrinology,Privately Held,United States,Rockland,EST
4340,EMKE Group,2500,32000.0,Retail,,Privately Held,United Arab Emirates,Abu Dhabi,GST
4350,EMS Technologies,500,1500.0,Defense and Space Manufacturing,Wireless communication on the move,Public Company,United States,Norcross,EST
4360,ENOC,15000,5700.0,Oil & Energy,"Gas, Oil, Retail, Terminals, Jet Fuel, Exploration and Production, Supply Trading and Processing",Government Agency,United Arab Emirates,Dubai,GST
4370,EPAM Anywhere,2200,18000.0,IT Services and IT Consulting,"Software & Platform Engineering, Agility, Product Development, IoT, Next-Gen Architecture, Application & Cloud Management, Big Data & Analytics, Consulting Services, Digital Engagement, Mobility, Strategy & Experience",Public Company,United States,Newtown,EST
4380,EPAM Continuum,100,500.0,Design Services,"Customer Experience, Innovation, Service Design, Product Design, Medical Device, Brand Design, Consulting, Technology Consulting, Data Consulting, Business Consulting, Advisory, AI Consulting",Public Company,United States,Boston,EST
4390,ESI an MKS Brand,500,2200.0,Machinery Manufacturing,"Laser-based manufacturing solutions, component test & inspection, interconnect solutions, microfabrication, PCB Drilling",Public Company,United States,Portland,EST
4400,EY Pakistan,40000,395000.0,Accounting,,Partnership,Pakistan,Karachi,PKT
4410,EY-Parthenon,1200,3500.0,Business Consulting and Services,,Privately Held,United States,Boston,EST
4420,East Carolina University,900,4800.0,Higher Education,"Arts and Sciences, Business, Education, Fine Arts and Communication, Art and Design, Music, Theater and Dance, Communication, Health and Human Performance, Human Ecology, Computer Science, Nursing, Medicine, Dental Medicine, Athletics",Educational,United States,Greenville,EST
4440,Eastern Atlantic States Regional Council of Carpenters,176,500.0,Construction,,Nonprofit,United States,Philadelphia,EST
4450,Eastman Kodak Company,1100,5000.0,Manufacturing,"Motion Picture Film, Commercial Printing, Chemical Manufacturing, Industrial Coating",Public Company,United States,Rochester,EST
4460,Ebix,580,2000.0,Computer Software,"Agency/Broker Systems, Insurance Carrier Systems, Insurance Certificate Management (Certificate Tracking and Issuance), Life and Annuity, Risk Management, Custom Software Development, Contact Center Services, CRM, Remittance, Financial Technology, FOREX, Travel Exchanges, E-Learning",Public Company,United States,Johns Creek,EST
4470,Edgepark,300,1000.0,Hospitals and Health Care,"Diabetic Supplies, Ostomy Supplies, Urological Supplies, Breast Pumps, Wound Care Supplies, Dressings, Gauze & Tapes, Incontinence Supplies, Respiratory, Sleep Apnea & CPAP Supplies, Nutrition & Enteral Supplies, Blood Pressure Supplies, Compression Socks, Stockings & Other Garments",Public Company,United States,Twinsburg,EST
4480,Edgewell Personal Care,2100,6000.0,Manufacturing,"Shaving, Sun Care, Feminine Care, Infant Care, Skin Care, Grooming, Men's Skincare, Shave Prep, Personal Care",Public Company,United States,Shelton,EST
4490,Eisai U.S. Alzheimer’s Disease and Brain Health,200,500.0,Pharmaceutical Manufacturing,"neurology, Alzheimer's disease, sleep-wake disorders",Public Company,United States,Nutley,EST
4500,Eisai US,800,5000.0,Pharmaceutical Manufacturing,"Neurology, Gastroenterology, Alzheimer's disease, Oncology, Epilepsy, Insomnia, Metastatic breast cancer, renal cell carcinoma, hepatocellular carcinoma, dementia, endometrial cancer",Public Company,United States,Nutley,EST
4510,Elbit Systems of America,3500,3000.0,Defense and Space Manufacturing,"Defense Electronics, Homeland Security, Commercial Aviation, Medical Instrumentation, Unmanned Aircraft Systems",Public Company,United States,Fort Worth,EST
4520,Elevations Credit Union,300,200.0,Banking,"Credit Union, Banking, Lending, Investment Services, Mortgage",Nonprofit,United States,Boulder,EST
4530,Ellucian,780,1600.0,Higher Education,"Higher Education Software & Services, Student Information System, Higher Education ERP, Mobile Campus, Recruitment & Enrollment Management Software, Student Retention, Cloud Services, Talent management system, Document Management Software, Workflow Software, Digital Transformation, SaaS",Privately Held,United States,Reston,EST
4540,Elm Company,500,800.0,Information Technology & Services,"Secure e-Services, IT Services and Solutions, Government Process Optimization Outsourcing GPOO, Training Solutions and Consultations",Privately Held,Saudi Arabia,Riyadh,AST
4550,EmCare,2200,13000.0,Hospitals and Health Care,"emergency physician services, solutions for hospitals, inpatient physician services, inpatient radiology management programs, anesthesiology services, acute care surgery",Public Company,United States,Dallas,EST
4560,Emaar,8000,20000.0,Real Estate,"Lifestyle Development, Hospitality, Malls, Commercial Leasing, Entertainment, Property Development",Public Company,United Arab Emirates,Dubai,GST
4570,Emdad Al Khebrat,100,300.0,Human Resources,,Partnership,Saudi Arabia,Riyadh,AST
4580,Emerald Performance Materials,400,800.0,Chemical Manufacturing,"Aroma Chemicals, Benzaldehyde, Benzoic Acid, Cosmetics, Plasticizers",Privately Held,United States,Cuyahoga Falls,EST
4590,Emergent BioSolutions,1500,2200.0,Biotechnology,"Manufacturing, Partnering, M&A, Devices Development, Vaccine Development, Therapeutics Development, Contract Development and Manufacturing",Public Company,United States,Gaithersburg,EST
4600,Emirates Global Aluminium (EGA​),4000,7000.0,Manufacturing,Primary aluminium production and investments in bauxite mining and alumina refining projects,Privately Held,United Arab Emirates,Dubai,GST
4610,Empresario Independiente,30,100.0,Manufacturing,,Public Company,United States,Miami,EST
4620,Enable Midstream Partners,1000,2000.0,Oil and Gas,,Public Company,United States,Oklahoma City,CST
4630,Endeavour Software Technologies,50,200.0,IT Services and IT Consulting,"Cross Platform Mobile Application Development, Enterprise Mobility, Enterprise Mobile Strategy, Product Design and Development, Integration Services, MEAP / MDM Implementations, mHealth, mBanking, mobile e-commerce, Mobile Application Frameworks, Cloud Strategy",Privately Held,United States,Austin,CST
4640,EnerSys,2400,9000.0,"Appliances, Electrical, and Electronics Manufacturing","stored energy solutions, battery and back up power, energy systems, chargers and power electronics, aerospace and defence, industrial UPS, telecom, broadband and wireless, material handling, transportation, rail, data center, 5g, material handling, renewable energy, utilities",Public Company,United States,Reading,EST
4650,Energy Harbor,2000,1000.0,Utilities,,Privately Held,United States,Akron,EST
4660,EnergySolutions,800,2500.0,Environmental Services,"Nuclear Waste Treatment, Processing, Decommissioning, Remediation, Nuclear Fuel Management, Engineering, Nuclear Technology, Transportation/Logistics, Nuclear Disposal",Privately Held,United States,Salt Lake City,EST
4670,Englewood Hospital,1100,3400.0,Hospital & Health Care,,Nonprofit,United States,Englewood,EST
4680,Engro Corp,3400,3200.0,Chemical Manufacturing,"food & agriculture, petrochemicals, energy & related infrastructure, telecommunication infrastructure",Public Company,Pakistan,Karachi,PKT
4690,Entegris,1500,5200.0,Semiconductor Manufacturing,"Efficiency. Materials. Interfacial Science. Microelectronics., Specialty Chemicals, Advanced Materials, Microelectronics, Life Sciences, Semiconductor Manufacturing, Gas Purification & Filtration, Microcontamination, Chemical Manufacturing, Advanced Coatings, 3D NAND, Advanced Lithography, EUV Lithography, Clean Chemical Delivery, Automotive Reliability, Bioprocessing, Contamination Control, Fluid Management, Substrate Handling",Public Company,United States,Billerica,EST
4700,Envision Healthcare,7000,46000.0,Hospital & Health Care,"emergency medical services, solutions for hospitals, physician services, ambulance services, Post-acute care services",Privately Held,United States,Nashville,EST
4710,Epson America Inc.,3100,13000.0,Computers and Electronics Manufacturing,,Privately Held,United States,Los Alamitos,EST
4720,Erie Insurance Group,6500,5400.0,Insurance,"Auto Insurance, Home Insurance, Business Insurance, Life Insurance",Public Company,United States,Erie,EST
4730,Esprit,600,2300.0,Retail Apparel and Fashion,"Fashion, Lifestyle, Design, Accessories, Trends, Mode, Bekleidung, Textil, Einzelhandel, Wholesale, Retail, Licensing, Omnichannel",Public Company,United States,New York,EST
4740,Evertec,500,2300.0,IT Services and IT Consulting,"Financial Item Processing, Systems Development and Maintenance, Technology, merchant acquiring, payment processing, business solutions",Public Company,United States,San Juan,EST
4750,Evident Industrial,150,400.0,"Appliances, Electrical, and Electronics Manufacturing",,Public Company,United States,Waltham,EST
4760,Evoke Technologies,300,400.0,Information Technology & Services,"Bonita BPM, Cloud Infra & Application, Java Services, Microsoft Solutions, Mobile App Development, Pega, RPA, ServiceNow, UI/UX Design, Big Data Analytics, BI & Data Warehousing, Data Science & AI, Microsoft Dynamics, Oracle E-Business Suite, Oracle ERP Cloud, Oracle CX, Salesforce, Core Testing, Security Assessment, Data Assurance, Digital Testing, Test Consulting, and Testing Specialized, SAP, ServiceNow, Mendix, Pega, OutSystems, Dynamics 365",Privately Held,United States,Dayton,EST
4770,Evoqua Water Technologies,1200,4000.0,Environmental Services,,Public Company,United States,Pittsburgh,EST
4780,Exemplis LLC,200,600.0,Consumer Goods,"Furniture Industry, consumer products, bags, luggage, build-to-order manufacturing, office furniture, custom, ergonomics",Privately Held,United States,Cypress,EST
4790,Expro,2200,4500.0,Oil and Gas,"Drill Stem Testing, Fluids, Meters, Pipeline & Flarestack, PowerChokes, Production, SafeWells, Subsea, Tubing Conveyed Perforating, Well Intervention, Well Testing, Wireless Well Solutions, Well Integrity , CoilHose, Annulus Intervention ",Privately Held,United States,Houston,EST
4800,Eyeglass World,200,1000.0,Retail,"Primary Eye Care, Eyeglasses, Eye Exams, Contact Lenses, Sunglasses",Privately Held,United States,Lawrenceville,EST
4810,FFF Enterprises,500,1200.0,Pharmaceuticals,"MyFluVaccine, BioSupply, Immune Globulin, Albumin, Coagulation Factor, Adult Vaccines, Pediatric Vaccines, Influenza Vaccines, Pharmaceuticals, Controlled Substances, Hyperimmune Globulins, Plasma, Vaccines",Privately Held,United States,Temecula,EST
4820,FGX International,306.4,872.0,Consumer Goods,,Public Company,United States,Smithfield,EST
4830,FMC Technologies,5000,17000.0,Oil and Gas,"Oil and gas production and processing systems, Surface wellhead, Subsea, Fluid control, Completion services, Loading systems, ROV, Well Intervention, Measurement Systems, High Pressure High Temperature",Public Company,United States,Houston,EST
4840,"Family Practice Center, P.C.",10,50.0,Hospitals and Health Care,"Family Medicine, Internal Medicine, Pediatrics, Sleep Medicine, Diabetic Education, Weight Management",Privately Held,United States,Selinsgrove,EST
4850,Farabi Petrochemicals,800,2000.0,Chemicals,,Privately Held,Saudi Arabia,Jubail Industrial City,AST
4860,Faraday Future,500,1000.0,Automotive,,Privately Held,United States,Gardena,EST
4870,Farhangsara,30,100.0,Retail Art Supplies,,Public Company,Iran,Tehran,IRST
4880,Farm Credit Mid-America,800,1200.0,Financial Services,"Country Home Loans, Crop Insurance, Loans, Leases",Privately Held,United States,Jeffersontown,EST
4890,Farm Credit Services of America,2200,1500.0,Financial Services,"Farm Credit, Farm Finance, Crop insurance, Technology, Mortgages, Agriculture, Innovation, lending, Credit, banking",Privately Held,United States,Omaha,EST
4900,Federal-Mogul Motorparts,7000,55000.0,Motor Vehicle Manufacturing,"Aftermarket Automotive Parts, Original Equipment Automotive Parts, Branding, Marketing, Advertising, Design, Engineering, Manufacturing, Supply Chain Management, Automotive Service Technician Training",Privately Held,United States,Southfield,EST
4910,Federal-Mogul Powertrain,7200,55000.0,Motor Vehicle Manufacturing,"Power Cylinder Components, Thermal and Abrasion Protective Sleeves, Valvetrain Components, Engine Bearings, Engine Seals and Gaskets, Vehicle and Industrial Ignition",Privately Held,United States,Northville,EST
4920,Ferrara,2800,4500.0,Consumer Goods,"Confectionery Manufacturing, Co-Manufacturing, Private Label, Food Manufacturing",Privately Held,United States,Chicago,EST
4930,Fidelis Care,2400,4000.0,Hospitals and Health Care,"Medicaid Managed Care, NY State of Health Metal-Level Products, Medicare Advantage, Child Health Plus, Managed Long Term Care, Medicaid Advantage Plus",Public Company,United States,Rego Park,EST
4940,Fine Solutions. A FHH Company,30,100.0,Manufacturing,,Public Company,United Arab Emirates,Dubai,GST
4950,First Bank Texas,400,1000.0,Banking,,Privately Held,United States,Willow Park,EST
4960,First Midwest Bank,400,1000.0,Banking,"Commercial Banking, Wealth Management, Consumer Banking, Business Banking, Commercial Farming Banking, Healthcare Banking, Equipment Financing & Leasing, Structured Finance, Agribusiness Banking, Community Banking, Capital Markets, Asset Management, Investment Advisors, Commercial Real Estate, Cash Management, ESOP Management, Treasury Management, Franchise Banking, Retirement Planning, Government Banking",Public Company,United States,Chicago,EST
4970,First United Bank,500,2200.0,Financial Services,"Personal Banking, Personal Loans, Business Banking, Auto Loans, Mortgage Lending, Home Equity Loans, Wealth Management, Lines of Credit, Credit Cards, Certificates of Deposit, Personal Insurance, Business Insurance, Builder Financing, SBA Loans, Agriculture Loans",Privately Held,United States,Durant,EST
4980,FirstEnergy,14000,12000.0,Utilities,"Energy, Electricity",Public Company,United States,Akron,EST
4990,Fitch Ratings,1400,3500.0,Financial Services,credit ratings,Privately Held,United States,New York,EST
5000,"Fives Machining Systems, Inc. - Cincinnati",150,500.0,Machinery Manufacturing,"Machining Centers, Profilers, Turn Mill / Mill Turn, Fiber Placement Systems, Tape Layers, Robotic Automated Fiber Placement, Cincinnati CHARGER, Cincinnati VIPER, Cincinnati PROFILER, Composites, Composites, Automated Solutions, Engineering Solutions",Privately Held,United States,Hebron,EST
5010,Flagstaff Unified School District,60,1000.0,Primary and Secondary Education,"Elementary, High School, Junior High",Educational Institution,United States,Flagstaff,EST
5020,Flexsteel Industries Inc.,500,1000.0,Furniture,"Home Furniture, Contract Furniture, Recreation Furniture , Ready To Assemble Furniture, Soft Seating, Case Goods",Public Company,United States,Dubuque,EST
5030,FlightSafety International,800,4200.0,Airlines and Aviation,"Commercial & Military Aviation Simulation, Visual Systems, Business & Regional Pilot Training, Aviation Maintenance Training, Corporate & Commercial Flight Attendant Training, FAA Dispatch Training, Corporate Scheduler Training",Privately Held,United States,Columbus,EST
5040,Flowers Foods & Subsidiaries,4000,9200.0,Food Production,"Bakery, DSD, Warehouse Delivery, Product Innovation, Technology",Public Company,United States,Thomasville,EST
5050,Foundation Building Materials,2200,3100.0,Wholesale Building Materials,"Building Materials, Drywall, Steel Studs, Acoustical Ceilings, Insulation, Tools and Fasteners, Stucco, Lath and Plaster, Insulation, Wallboard, Fiberglass Reinforced Plastic, Exterior Insulation and Finish System, Logistics, Delivery, Building Materials, Construction, Building Supply",Public Company,United States,Santa Ana,EST
5060,Fourth,50,150.0,Information Technology & Services,"Hospitality Payroll, Hospitality Data & Analytics, Workforce Planning, Employee Engagement, Inventory Management, Hospitality HR, eProcurement, Accounts Payable, Recipe & Menu Engineering",Privately Held,United States,Austin,EST
5070,"Franciscan Alliance, Inc.",4200,18000.0,Hospitals and Health Care,"Health care, Heart, Cancer, Women and Children, Weightloss, Orthopedics, Rehab Services, Joint and Knee Replacement",Nonprofit,United States,Mishawaka,EST
